NAICS_TITLE,OCC_TITLE,TOT_EMP,A_MEAN,year
General Medical and Surgical Hospitals,"Counselors, all other",1850,45410,2008-05-01
General Medical and Surgical Hospitals,"Child, family, and school social workers",2200,45260,2008-05-01
General Medical and Surgical Hospitals,Medical and public health social workers,42300,52830,2008-05-01
General Medical and Surgical Hospitals,Mental health and substance abuse social workers,NA,49180,2008-05-01
General Medical and Surgical Hospitals,"Social workers, all other",3900,56450,2008-05-01
General Medical and Surgical Hospitals,Health educators,11360,56520,2008-05-01
General Medical and Surgical Hospitals,Social and human service assistants,9280,32750,2008-05-01
General Medical and Surgical Hospitals,"Community and social service specialists, all other",3680,49050,2008-05-01
General Medical and Surgical Hospitals,Clergy,5810,46060,2008-05-01
General Medical and Surgical Hospitals,"Directors, religious activities and education",160,69240,2008-05-01
General Medical and Surgical Hospitals,"Religious workers, all other",140,38180,2008-05-01
General Medical and Surgical Hospitals,Legal occupations,1350,89920,2008-05-01
General Medical and Surgical Hospitals,Lawyers,670,130930,2008-05-01
General Medical and Surgical Hospitals,"Arbitrators, mediators, and conciliators",60,72100,2008-05-01
General Medical and Surgical Hospitals,Paralegals and legal assistants,360,50560,2008-05-01
General Medical and Surgical Hospitals,"Title examiners, abstractors, and searchers",170,40920,2008-05-01
General Medical and Surgical Hospitals,"Legal support workers, all other",90,52750,2008-05-01
General Medical and Surgical Hospitals,"Education, training, and library occupations",19310,70730,2008-05-01
General Medical and Surgical Hospitals,"Health specialties teachers, postsecondary",5940,105500,2008-05-01
General Medical and Surgical Hospitals,"Nursing instructors and teachers, postsecondary",4000,73470,2008-05-01
General Medical and Surgical Hospitals,"Vocational education teachers, postsecondary",100,49520,2008-05-01
General Medical and Surgical Hospitals,"Postsecondary teachers, all other",770,100740,2008-05-01
General Medical and Surgical Hospitals,"Preschool teachers, except special education",1530,27850,2008-05-01
General Medical and Surgical Hospitals,"Elementary school teachers, except special education",40,52250,2008-05-01
General Medical and Surgical Hospitals,"Special education teachers, preschool, kindergarten, and elementary school",90,47130,2008-05-01
General Medical and Surgical Hospitals,Self-enrichment education teachers,380,36900,2008-05-01
General Medical and Surgical Hospitals,"Teachers and instructors, all other",2440,52460,2008-05-01
General Medical and Surgical Hospitals,Librarians,1150,51580,2008-05-01
General Medical and Surgical Hospitals,Library technicians,510,35530,2008-05-01
General Medical and Surgical Hospitals,Audio-visual collections specialists,60,44410,2008-05-01
General Medical and Surgical Hospitals,Instructional coordinators,550,62440,2008-05-01
General Medical and Surgical Hospitals,Teacher assistants,1240,23890,2008-05-01
General Medical and Surgical Hospitals,"Education, training, and library workers, all other",290,55350,2008-05-01
General Medical and Surgical Hospitals,"Arts, design, entertainment, sports, and media occupations",9920,48580,2008-05-01
General Medical and Surgical Hospitals,Multi-media artists and animators,50,61640,2008-05-01
General Medical and Surgical Hospitals,Floral designers,50,31890,2008-05-01
General Medical and Surgical Hospitals,Graphic designers,580,46420,2008-05-01
General Medical and Surgical Hospitals,Interior designers,130,56510,2008-05-01
General Medical and Surgical Hospitals,Producers and directors,90,42380,2008-05-01
General Medical and Surgical Hospitals,Public relations specialists,4300,52410,2008-05-01
General Medical and Surgical Hospitals,Editors,270,56150,2008-05-01
General Medical and Surgical Hospitals,Technical writers,250,63530,2008-05-01
General Medical and Surgical Hospitals,Writers and authors,180,56530,2008-05-01
General Medical and Surgical Hospitals,Interpreters and translators,2990,42400,2008-05-01
General Medical and Surgical Hospitals,"Media and communication workers, all other",260,47180,2008-05-01
General Medical and Surgical Hospitals,Audio and video equipment technicians,300,39370,2008-05-01
General Medical and Surgical Hospitals,Photographers,240,44680,2008-05-01
General Medical and Surgical Hospitals,"Media and communication equipment workers, all other",50,44530,2008-05-01
General Medical and Surgical Hospitals,Healthcare practitioners and technical occupations,2712350,62790,2008-05-01
General Medical and Surgical Hospitals,Chiropractors,560,67780,2008-05-01
General Medical and Surgical Hospitals,"Dentists, general",790,113190,2008-05-01
General Medical and Surgical Hospitals,Oral and maxillofacial surgeons,70,162570,2008-05-01
General Medical and Surgical Hospitals,"Dentists, all other specialists",70,77000,2008-05-01
General Medical and Surgical Hospitals,Dietitians and nutritionists,18390,52090,2008-05-01
General Medical and Surgical Hospitals,Optometrists,510,104890,2008-05-01
General Medical and Surgical Hospitals,Pharmacists,55530,103480,2008-05-01
General Medical and Surgical Hospitals,Anesthesiologists,4870,166420,2008-05-01
General Medical and Surgical Hospitals,Family and general practitioners,17580,149660,2008-05-01
General Medical and Surgical Hospitals,"Internists, general",8100,157770,2008-05-01
General Medical and Surgical Hospitals,Obstetricians and gynecologists,2480,181370,2008-05-01
General Medical and Surgical Hospitals,"Pediatricians, general",3770,147700,2008-05-01
General Medical and Surgical Hospitals,Psychiatrists,3440,155700,2008-05-01
General Medical and Surgical Hospitals,Surgeons,5730,180080,2008-05-01
General Medical and Surgical Hospitals,"Physicians and surgeons, all other",69700,113750,2008-05-01
General Medical and Surgical Hospitals,Physician assistants,16820,83400,2008-05-01
General Medical and Surgical Hospitals,Podiatrists,490,95370,2008-05-01
General Medical and Surgical Hospitals,Registered nurses,1458520,66490,2008-05-01
General Medical and Surgical Hospitals,Audiologists,1330,68090,2008-05-01
General Medical and Surgical Hospitals,Occupational therapists,23620,69530,2008-05-01
General Medical and Surgical Hospitals,Physical therapists,46990,73600,2008-05-01
General Medical and Surgical Hospitals,Radiation therapists,9850,72840,2008-05-01
General Medical and Surgical Hospitals,Recreational therapists,4610,43360,2008-05-01
General Medical and Surgical Hospitals,Respiratory therapists,79840,52870,2008-05-01
General Medical and Surgical Hospitals,Speech-language pathologists,12440,70270,2008-05-01
General Medical and Surgical Hospitals,"Therapists, all other",3650,55630,2008-05-01
General Medical and Surgical Hospitals,"Health diagnosing and treating practitioners, all other",9520,70870,2008-05-01
General Medical and Surgical Hospitals,Medical and clinical laboratory technologists,99550,54870,2008-05-01
General Medical and Surgical Hospitals,Medical and clinical laboratory technicians,66700,38330,2008-05-01
General Medical and Surgical Hospitals,Dental hygienists,580,55670,2008-05-01
General Medical and Surgical Hospitals,Cardiovascular technologists and technicians,36630,47660,2008-05-01
General Medical and Surgical Hospitals,Diagnostic medical sonographers,28930,62690,2008-05-01
General Medical and Surgical Hospitals,Nuclear medicine technologists,13830,66810,2008-05-01
General Medical and Surgical Hospitals,Radiologic technologists and technicians,125640,53790,2008-05-01
General Medical and Surgical Hospitals,Emergency medical technicians and paramedics,40090,32710,2008-05-01
General Medical and Surgical Hospitals,Dietetic technicians,10950,28330,2008-05-01
General Medical and Surgical Hospitals,Pharmacy technicians,54350,32180,2008-05-01
General Medical and Surgical Hospitals,Psychiatric technicians,NA,32690,2008-05-01
General Medical and Surgical Hospitals,Respiratory therapy technicians,13930,44050,2008-05-01
General Medical and Surgical Hospitals,Surgical technologists,62760,39770,2008-05-01
General Medical and Surgical Hospitals,Veterinary technologists and technicians,70,39890,2008-05-01
General Medical and Surgical Hospitals,Licensed practical and licensed vocational nurses,163360,39340,2008-05-01
General Medical and Surgical Hospitals,Medical records and health information technicians,61380,34910,2008-05-01
General Medical and Surgical Hospitals,"Opticians, dispensing",480,42230,2008-05-01
General Medical and Surgical Hospitals,Orthotists and prosthetists,470,51610,2008-05-01
General Medical and Surgical Hospitals,"Health technologists and technicians, all other",35260,42040,2008-05-01
General Medical and Surgical Hospitals,Occupational health and safety specialists,3040,63960,2008-05-01
General Medical and Surgical Hospitals,Occupational health and safety technicians,1030,43480,2008-05-01
General Medical and Surgical Hospitals,Athletic trainers,NA,41400,2008-05-01
General Medical and Surgical Hospitals,"Healthcare practitioners and technical workers, all other",22110,51800,2008-05-01
General Medical and Surgical Hospitals,Healthcare support occupations,643640,28220,2008-05-01
General Medical and Surgical Hospitals,Home health aides,13560,23990,2008-05-01
General Medical and Surgical Hospitals,"Nursing aides, orderlies, and attendants",392480,26110,2008-05-01
General Medical and Surgical Hospitals,Psychiatric aides,5880,28380,2008-05-01
General Medical and Surgical Hospitals,Occupational therapist assistants,5410,46040,2008-05-01
General Medical and Surgical Hospitals,Occupational therapist aides,1630,28980,2008-05-01
General Medical and Surgical Hospitals,Physical therapist assistants,17110,45190,2008-05-01
General Medical and Surgical Hospitals,Physical therapist aides,10270,25680,2008-05-01
General Medical and Surgical Hospitals,Massage therapists,760,43200,2008-05-01
General Medical and Surgical Hospitals,Dental assistants,1730,33690,2008-05-01
General Medical and Surgical Hospitals,Medical assistants,58970,30930,2008-05-01
General Medical and Surgical Hospitals,Medical equipment preparers,31200,29230,2008-05-01
General Medical and Surgical Hospitals,Medical transcriptionists,36110,33880,2008-05-01
General Medical and Surgical Hospitals,Pharmacy aides,2850,28880,2008-05-01
General Medical and Surgical Hospitals,Veterinary assistants and laboratory animal caretakers,230,30420,2008-05-01
General Medical and Surgical Hospitals,"Healthcare support workers, all other",65440,29790,2008-05-01
General Medical and Surgical Hospitals,Protective service occupations,40130,31500,2008-05-01
General Medical and Surgical Hospitals,First-line supervisors/managers of police and detectives,50,57090,2008-05-01
General Medical and Surgical Hospitals,"First-line supervisors/managers, protective service workers, all other",2280,47470,2008-05-01
General Medical and Surgical Hospitals,Police and sheriff's patrol officers,760,52690,2008-05-01
General Medical and Surgical Hospitals,Private detectives and investigators,30,48800,2008-05-01
General Medical and Surgical Hospitals,Security guards,36190,30020,2008-05-01
General Medical and Surgical Hospitals,"Lifeguards, ski patrol, and other recreational protective service workers",270,21470,2008-05-01
General Medical and Surgical Hospitals,"Protective service workers, all other",450,32210,2008-05-01
General Medical and Surgical Hospitals,Food preparation and serving related occupations,137980,24360,2008-05-01
General Medical and Surgical Hospitals,Chefs and head cooks,750,45990,2008-05-01
General Medical and Surgical Hospitals,First-line supervisors/managers of food preparation and serving workers,9150,36520,2008-05-01
General Medical and Surgical Hospitals,"Cooks, institution and cafeteria",31100,25990,2008-05-01
General Medical and Surgical Hospitals,"Cooks, restaurant",110,26430,2008-05-01
General Medical and Surgical Hospitals,"Cooks, short order",580,24610,2008-05-01
General Medical and Surgical Hospitals,"Cooks, all other",50,33260,2008-05-01
General Medical and Surgical Hospitals,Food preparation workers,33470,22090,2008-05-01
General Medical and Surgical Hospitals,"Combined food preparation and serving workers, including fast food",11400,22840,2008-05-01
